example_id                                            | status | run_time        |
./spec/blanks/associations_spec.rb[1:1:5]             | passed | 0.0001 seconds  |
./spec/blanks/associations_spec.rb[1:1:6]             | passed | 0.00009 seconds |
./spec/blanks/associations_spec.rb[1:1:7]             | passed | 0.00013 seconds |
./spec/blanks/associations_spec.rb[1:2:1]             | passed | 0.00016 seconds |
./spec/blanks/associations_spec.rb[1:2:2]             | passed | 0.00005 seconds |
./spec/blanks/associations_spec.rb[1:2:3]             | passed | 0.00005 seconds |
./spec/blanks/associations_spec.rb[1:2:4]             | passed | 0.0001 seconds  |
./spec/blanks/associations_spec.rb[1:2:5]             | passed | 0.0001 seconds  |
./spec/blanks/attributes_extraction_spec.rb[1:1:1]    | passed | 0.00012 seconds |
./spec/blanks/attributes_extraction_spec.rb[1:1:2]    | passed | 0.00021 seconds |
./spec/blanks/attributes_extraction_spec.rb[1:1:3]    | passed | 0.00031 seconds |
./spec/blanks/attributes_extraction_spec.rb[1:2:1]    | passed | 0.00013 seconds |
./spec/blanks/attributes_extraction_spec.rb[1:2:2]    | passed | 0.00028 seconds |
./spec/blanks/attributes_extraction_spec.rb[1:2:3]    | passed | 0.00044 seconds |
./spec/blanks/attributes_extraction_spec.rb[1:2:4]    | passed | 0.00013 seconds |
./spec/blanks/base_spec.rb[1:1:1]                     | passed | 0.00007 seconds |
./spec/blanks/base_spec.rb[1:1:2]                     | passed | 0.00025 seconds |
./spec/blanks/base_spec.rb[1:1:3]                     | passed | 0.00017 seconds |
./spec/blanks/base_spec.rb[1:2:1]                     | passed | 0.0003 seconds  |
./spec/blanks/base_spec.rb[1:2:2]                     | passed | 0.00004 seconds |
./spec/blanks/base_spec.rb[1:3:1]                     | passed | 0.0001 seconds  |
./spec/blanks/base_spec.rb[1:3:2]                     | passed | 0.0002 seconds  |
./spec/blanks/base_spec.rb[1:4:1]                     | passed | 0.00011 seconds |
./spec/blanks/base_spec.rb[1:5:1]                     | passed | 0.0001 seconds  |
./spec/blanks/base_spec.rb[1:5:2]                     | passed | 0.00007 seconds |
./spec/blanks/base_spec.rb[1:5:3]                     | passed | 0.00007 seconds |
./spec/blanks/base_spec.rb[1:5:4]                     | passed | 0.00011 seconds |
./spec/blanks/base_spec.rb[1:5:5]                     | passed | 0.00013 seconds |
./spec/blanks/base_spec.rb[1:5:6]                     | passed | 0.00016 seconds |
./spec/blanks/base_spec.rb[1:6:1]                     | passed | 0.00007 seconds |
./spec/blanks/base_spec.rb[1:6:2]                     | passed | 0.00007 seconds |
./spec/blanks/base_spec.rb[1:6:3]                     | passed | 0.00005 seconds |
./spec/blanks/base_spec.rb[1:7:1]                     | passed | 0.00008 seconds |
./spec/blanks/base_spec.rb[1:7:2]                     | passed | 0.00007 seconds |
./spec/blanks/base_spec.rb[1:8:1]                     | passed | 0.00007 seconds |
./spec/blanks/base_spec.rb[1:8:2]                     | passed | 0.00008 seconds |
./spec/blanks/base_spec.rb[1:9:1]                     | passed | 0.00003 seconds |
./spec/blanks/base_spec.rb[1:10:1]                    | passed | 0.00015 seconds |
./spec/blanks/base_spec.rb[1:10:2]                    | passed | 0.0001 seconds  |
./spec/blanks/base_spec.rb[1:10:3]                    | passed | 0.00045 seconds |
./spec/blanks/base_spec.rb[1:10:4]                    | passed | 0.00048 seconds |
./spec/blanks/base_spec.rb[1:10:5]                    | passed | 0.00063 seconds |
./spec/blanks/callbacks_spec.rb[1:1]                  | passed | 0.00013 seconds |
./spec/blanks/callbacks_spec.rb[1:2]                  | passed | 0.00028 seconds |
./spec/blanks/callbacks_spec.rb[1:3]                  | passed | 0.00024 seconds |
./spec/blanks/custom_primary_key_spec.rb[1:1:1]       | passed | 0.00106 seconds |
./spec/blanks/custom_primary_key_spec.rb[1:1:2]       | passed | 0.0011 seconds  |
./spec/blanks/custom_primary_key_spec.rb[1:1:3]       | passed | 0.00007 seconds |
./spec/blanks/custom_primary_key_spec.rb[1:2:1]       | passed | 0.0001 seconds  |
./spec/blanks/custom_primary_key_spec.rb[1:3:1]       | passed | 0.00015 seconds |
./spec/blanks/custom_primary_key_spec.rb[1:4:1]       | passed | 0.00003 seconds |
./spec/blanks/custom_primary_key_spec.rb[1:4:2]       | passed | 0.00006 seconds |
./spec/blanks/custom_primary_key_spec.rb[1:4:3]       | passed | 0.00004 seconds |
./spec/blanks/dirty_tracking_spec.rb[1:1]             | passed | 0.00008 seconds |
./spec/blanks/dirty_tracking_spec.rb[1:2]             | passed | 0.00007 seconds |
./spec/blanks/dirty_tracking_spec.rb[1:3]             | passed | 0.00017 seconds |
./spec/blanks/dirty_tracking_spec.rb[1:4]             | passed | 0.00008 seconds |
./spec/blanks/dirty_tracking_spec.rb[1:5]             | passed | 0.00018 seconds |
./spec/blanks/i18n_spec.rb[1:1]                       | passed | 0.00621 seconds |
./spec/blanks/i18n_spec.rb[1:2]                       | passed | 0.00008 seconds |
./spec/blanks/i18n_spec.rb[1:3]                       | passed | 0.00017 seconds |
./spec/blanks/id_tracking_spec.rb[1:1:1]              | passed | 0.00021 seconds |
./spec/blanks/id_tracking_spec.rb[1:1:2]              | passed | 0.00008 seconds |
./spec/blanks/id_tracking_spec.rb[1:1:3]              | passed | 0.00011 seconds |
./spec/blanks/id_tracking_spec.rb[1:2:1]              | passed | 0.00018 seconds |
./spec/blanks/id_tracking_spec.rb[1:2:2]              | passed | 0.00023 seconds |
./spec/blanks/id_tracking_spec.rb[1:2:3]              | passed | 0.00039 seconds |
./spec/blanks/id_tracking_spec.rb[1:2:4]              | passed | 0.00103 seconds |
./spec/blanks/id_tracking_spec.rb[1:2:5]              | passed | 0.0002 seconds  |
./spec/blanks/inherit_attributes_from_spec.rb[1:1:1]  | passed | 0.00028 seconds |
./spec/blanks/inherit_attributes_from_spec.rb[1:1:2]  | passed | 0.00056 seconds |
./spec/blanks/inherit_attributes_from_spec.rb[1:2:1]  | passed | 0.0001 seconds  |
./spec/blanks/inherit_attributes_from_spec.rb[1:2:2]  | passed | 0.00007 seconds |
./spec/blanks/inherit_attributes_from_spec.rb[1:3:1]  | passed | 0.00018 seconds |
./spec/blanks/inherit_attributes_from_spec.rb[1:3:2]  | passed | 0.00021 seconds |
./spec/blanks/inherit_attributes_from_spec.rb[1:4:1]  | passed | 0.00006 seconds |
./spec/blanks/inherit_attributes_from_spec.rb[1:4:2]  | passed | 0.00004 seconds |
./spec/blanks/inherit_attributes_from_spec.rb[1:5:1]  | passed | 0.0001 seconds  |
./spec/blanks/inherit_attributes_from_spec.rb[1:5:2]  | passed | 0.00019 seconds |
./spec/blanks/inherit_attributes_from_spec.rb[1:6:1]  | passed | 0.00012 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:1:1] | passed | 0.00073 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:1:2] | passed | 0.00043 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:1:3] | passed | 0.00169 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:2:1] | passed | 0.00033 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:2:2] | passed | 0.00029 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:3:1] | passed | 0.00044 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:3:2] | passed | 0.00149 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:4:1] | passed | 0.00074 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:5:1] | passed | 0.0003 seconds  |
./spec/blanks/inherit_validations_from_spec.rb[1:5:2] | passed | 0.00016 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:6:1] | passed | 0.00036 seconds |
./spec/blanks/inherit_validations_from_spec.rb[1:7:1] | passed | 0.00084 seconds |
./spec/blanks/model_naming_spec.rb[1:1:1]             | passed | 0.00005 seconds |
./spec/blanks/model_naming_spec.rb[1:1:2]             | passed | 0.00005 seconds |
./spec/blanks/model_naming_spec.rb[1:1:3]             | passed | 0.00005 seconds |
./spec/blanks/model_naming_spec.rb[1:1:4]             | passed | 0.00005 seconds |
./spec/blanks/model_naming_spec.rb[1:2:1]             | passed | 0.00005 seconds |
./spec/blanks/model_naming_spec.rb[1:2:2]             | passed | 0.00006 seconds |
./spec/blanks/model_naming_spec.rb[1:2:3]             | passed | 0.00019 seconds |
./spec/blanks/model_naming_spec.rb[1:2:4]             | passed | 0.00006 seconds |
./spec/blanks/model_naming_spec.rb[1:3:1]             | passed | 0.00008 seconds |
./spec/blanks/nested_attributes_spec.rb[1:1:1]        | passed | 0.00009 seconds |
./spec/blanks/nested_attributes_spec.rb[1:1:2]        | passed | 0.00018 seconds |
./spec/blanks/nested_attributes_spec.rb[1:1:3]        | passed | 0.00013 seconds |
./spec/blanks/nested_attributes_spec.rb[1:1:4]        | passed | 0.00009 seconds |
./spec/blanks/nested_attributes_spec.rb[1:2:1]        | passed | 0.00011 seconds |
./spec/blanks/nested_attributes_spec.rb[1:2:2]        | passed | 0.00012 seconds |
./spec/blanks/nested_attributes_spec.rb[1:2:3]        | passed | 0.00016 seconds |
./spec/blanks/nested_attributes_spec.rb[1:2:4]        | passed | 0.00009 seconds |
./spec/blanks/nested_attributes_spec.rb[1:2:5]        | passed | 0.00017 seconds |
./spec/blanks/nested_attributes_spec.rb[1:2:6]        | passed | 0.00012 seconds |
./spec/blanks/nested_attributes_spec.rb[1:3:1]        | passed | 0.00008 seconds |
./spec/blanks/nested_attributes_spec.rb[1:3:2]        | passed | 0.0001 seconds  |
./spec/blanks/nested_attributes_spec.rb[1:3:3]        | passed | 0.00008 seconds |
./spec/blanks/nested_attributes_spec.rb[1:3:4]        | passed | 0.00014 seconds |
./spec/blanks/nested_attributes_spec.rb[1:4:1]        | passed | 0.00017 seconds |
./spec/blanks/nested_attributes_spec.rb[1:4:2]        | passed | 0.00014 seconds |
./spec/blanks/nested_attributes_spec.rb[1:4:3]        | passed | 0.00009 seconds |
./spec/blanks/nested_attributes_spec.rb[1:4:4]        | passed | 0.00019 seconds |
./spec/blanks/nested_attributes_spec.rb[1:4:5]        | passed | 0.00017 seconds |
./spec/blanks/normalization_spec.rb[1:1:1:1]          | passed | 0.00012 seconds |
./spec/blanks/normalization_spec.rb[1:1:1:2]          | passed | 0.00013 seconds |
./spec/blanks/normalization_spec.rb[1:1:1:3]          | passed | 0.00013 seconds |
./spec/blanks/normalization_spec.rb[1:1:2:1]          | passed | 0.00014 seconds |
./spec/blanks/normalization_spec.rb[1:1:3:1]          | passed | 0.00024 seconds |
./spec/blanks/normalization_spec.rb[1:1:4:1]          | passed | 0.00013 seconds |
./spec/blanks/normalization_spec.rb[1:1:5:1]          | passed | 0.00096 seconds |
./spec/blanks/normalization_spec.rb[1:1:6:1]          | passed | 0.00028 seconds |
./spec/blanks/normalization_spec.rb[1:1:6:2]          | passed | 0.00013 seconds |
./spec/blanks/normalization_spec.rb[1:1:7:1]          | passed | 0.00013 seconds |
./spec/blanks/normalization_spec.rb[1:1:8:1]          | passed | 0.00013 seconds |
